Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019<R>,2020<P>
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,70.91267956383,75.213150598202,82.076884207177,87.603912277409,84.619164756198,85.586422765758,100.541975855651,95.454826790124,94.47984862158,94.918646307294,100,103.285495030988,107.023169055908,113.477353014323,123.431111341166,121.69213069533,207.821221797519,198.278963284136
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Yucatán<C1>,68.130675088828,71.26303972839,73.507870362745,75.554828232984,79.194529965932,82.000708187639,89.056621664565,88.992504478811,89.662465747775,91.334538337177,100,102.695889598437,112.112089998016,122.86686771032,135.984469888495,166.606340225981,178.707076474205,180.528837445205
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Zacatecas<C1>,19.059020838268,29.071412664084,33.551533344131,66.357524786353,71.801749441592,67.464393240637,73.978352165019,91.84420787936,130.294002563123,129.422846886218,100,89.907248844814,96.532082806281,129.316714757192,142.457896433313,142.588035920335,140.754319713402,188.361542566396
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,NA,20.31889670505,8.819221849047,30.445328579855,9.713946647591,-4.262556005558,8.334852694435,15.093804079496,21.836364326521,-0.6508654742,-12.654194460076,-2.736363920978,4.662929360841,17.570230647104,12.2980254411,7.88310370281,3.913513269597,21.619772976262
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Aguascalientes<C1>,NA,7.02772880606,0.738834671203,1.835199353871,3.260139623603,5.031591965999,5.842242270098,0.982644944055,2.839974336794,4.062745281879,5.885963205245,5.377378567177,6.227758113989,8.594397498876,12.733951228773,4.825036293261,10.233837340263,7.618012571616
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Baja California<C1>,NA,6.366769623761,1.136201137719,3.875981750273,2.288416663524,3.071424273147,12.247008102158,2.550977803436,-1.053455308008,2.232533078283,5.485110248019,4.578067992101,8.125478920137,9.372814085711,7.954845699713,6.607726986635,7.018765108979,1.111312584281
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Baja California Sur<C1>,NA,3.935579374,-4.468334611748,3.992425502056,18.402526704564,-3.773112327535,52.316029242139,-5.922658141717,-15.408744846242,8.173032602099,-0.726914335285,1.557386038644,22.529785466432,12.762346826424,3.068706220047,-1.884411029827,7.231378155953,16.834761435463
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Campeche<C1>,NA,9.945783470725,4.281238632081,5.057569292861,5.19744084272,4.786048830848,8.91638951486,0.568692157901,0.507410972631,4.960718568451,2.57563416337,2.67807436491,7.666297187957,10.094411871406,9.98650019407,5.207971563249,15.274975145096,-0.067196840154
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,NA,7.728229178282,8.366479625276,11.848324025685,9.595662683649,10.952852148048,3.991124806612,2.349544939233,12.521637797232,0.343513774281,3.086896340075,5.528250323851,17.038784018619,3.015101175268,8.04505980481,24.437803144204,3.587645817813,6.51612175177
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Colima<C1>,NA,-3.385877604203,9.180835085149,47.157265831913,15.982549657065,19.040955588691,-8.364388695976,22.647623322215,10.393430593547,5.432489230291,-0.371198028716,26.926868660841,8.695867267794,-11.329030738338,-13.277243909677,64.409530179044,26.942244918545,1.180485161022
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Chiapas<C1>,NA,6.475325825096,0.80180862399,3.69027290765,4.686168641565,8.306301197887,8.086253781454,-0.143571644445,2.49924616019,3.430345022013,4.236806165441,3.656109386699,5.55154532052,7.068954727335,11.989243232873,24.946604271046,2.439107637957,0.736201937693
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Chihuahua<C1>,NA,55.190322307339,12.400981847825,64.584928799708,17.661843847353,-17.274751991149,19.791473819008,23.270846324082,31.934896977302,-1.713796848975,-20.550433337871,-6.192715526063,3.181172354278,30.912567507525,6.211943340973,-4.481818191284,2.99211066184,33.929496544095
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Ciudad de México<C1>,NA,7.809309282932,1.957082776774,4.830786899091,4.318230204934,5.442203469382,7.268084339962,4.822049423224,5.589767705565,3.981922041814,3.343273944553,2.779407388513,4.237012416201,7.817212402919,9.245061589591,4.935070714703,3.862634116993,4.574452400959
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Durango<C1>,NA,24.874671821657,9.52687744276,40.029439581495,11.237668879915,-0.184894633309,22.657036278588,22.588290029294,50.490940214727,-4.985578015845,-22.79750224369,-7.92008779277,4.847843884022,28.73353059278,10.624310485302,-1.517257924407,7.219335747987,29.591993300975
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Guanajuato<C1>,NA,17.971869120181,-8.816822817117,23.103526120345,11.541207764112,-0.939062163677,25.681189436036,9.125824075265,14.277122779159,4.999010805781,-7.570425822361,-2.592232157203,2.895346822828,18.259358873515,7.739325891927,10.866200392266,16.987732576829,11.599096691394
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Guerrero<C1>,NA,14.770911750912,-3.982012772607,7.213053985453,-4.436211196686,-4.366143868922,31.851761313861,17.858132068616,25.193186785904,9.616100938312,-19.60199365157,-4.530123061298,10.408292161677,33.360461578386,3.816651914219,0.548427660271,7.901665479264,39.241657663856
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Hidalgo<C1>,NA,16.915480459169,8.18020908807,5.014985209265,1.447140052845,4.911275615017,23.698047612083,9.847269529127,-3.465652436292,-3.608256169405,3.939731124411,-1.318161838493,2.087012097608,19.6776878903,17.472321972763,48.889708999166,-2.242330439908,3.206564462487
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Jalisco<C1>,NA,-2.543158436508,17.331834235368,15.722855851273,-7.096052403463,-22.294568542419,16.660392841664,6.993653960044,19.827594713964,-10.957009126149,0.95998508052,4.962463633135,-5.325273850171,14.792880832629,26.075517750147,-0.644778895403,2.539185917143,5.443001889534
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|México<C1>,NA,19.012752641806,2.660169318613,39.129628597309,13.433397145683,-12.765052306535,14.859576574011,13.655358605952,24.43589159616,-2.428579903949,-12.15523540378,-1.870911807764,6.329836751663,23.754192256481,11.342533071351,-3.988951817365,2.872144405943,14.375442176538
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,NA,8.956012044604,11.169510922929,8.195004045805,5.042632475724,8.563674678785,-1.090036714948,12.384026638133,11.935169599718,1.299884057327,-0.40956790325,11.787472935947,1.313404049022,-0.306176585452,11.665363736599,15.09661376367,13.207935009376,10.396425567427
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Morelos<C1>,NA,15.693251103334,6.529735070201,22.629356882767,10.01004356315,-1.087500029182,1.138509722427,13.088236318898,16.329572008496,-0.23392014366,-3.954185343901,1.351212095616,4.574468308303,13.178733565771,12.688985221719,16.900428100875,0.670175279554,9.88932095846
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Nayarit<C1>,NA,10.895042770709,0.490242655723,3.831195748983,-0.684739788654,7.913588192874,8.994168390394,2.18546124516,1.299624924063,5.544802859359,2.782685212815,1.909257956879,5.58534715099,10.464202907558,11.949456285377,5.638948466253,4.891914848649,3.958118038772
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Nuevo León<C1>,NA,7.605002980671,-4.86059251364,-2.893206088882,3.706636744665,2.309115465227,15.56578695754,-1.18310030449,-0.196806166177,1.844430763188,4.13354941156,2.274523170849,10.502344479101,6.607932580379,5.514619084267,19.268604696067,46.637260254206,10.747959495759
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Oaxaca<C1>,NA,6.527874354954,-28.68742452499,-0.028593908002,52.222044589039,3.304380866,9.05146477758,-0.670669238555,55.147279840913,-1.620789812676,-29.002261464807,-17.761334128024,2.384392264824,35.505359589406,-1.154932169917,-3.513505527546,7.671696743237,47.282020874333
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Puebla<C1>,NA,4.819363608116,-8.302587850411,4.249640411173,9.184758587217,-3.559639921407,-3.347744086119,1.05331693058,0.427607447622,6.230655923309,5.377618051922,3.140007083246,5.745836014454,6.288325266543,-1.199033194796,7.269699001553,19.352712730629,3.367093568814
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Querétaro<C1>,NA,4.333959020687,7.513203604318,0.672843815509,9.841865776607,-5.192425093815,10.42270249549,9.424976229388,22.744581085461,-1.816536338123,-8.36140871592,-4.582272902009,1.882403564663,22.090549566176,5.051166775114,16.267644776004,-5.646546650692,3.155525712299
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Quintana Roo<C1>,NA,12.990261524142,-1.239702901221,0.948087672225,3.207746490175,0.809042159451,12.839983677277,-0.432107261509,8.84261530044,-10.404790621425,6.195762044727,0.901566133051,11.788681223008,9.047437772451,4.044641892897,228.879162188023,5.996246801156,7.547030669864
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,NA,23.610650423902,14.945897990869,65.344173779919,4.131419185457,-18.523689820768,15.884984983972,19.026370151174,17.445314595255,1.141982043531,-12.722402757634,-2.341381906622,3.065785022222,21.254146609926,15.557624899899,5.830771409137,-4.312986751567,15.860506647246
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Sinaloa<C1>,NA,18.003107063077,-1.634829631651,19.547269427411,2.922330929251,4.311946670611,10.950472139309,4.163683758314,14.434896358331,2.374476575115,-4.636256822857,0.138319728674,5.622880808761,19.219188051972,11.431992882188,1.879511351376,5.834016361256,10.157292908383
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Sonora<C1>,NA,60.611922756161,35.68447096754,47.534307730171,13.990969894583,-1.736810011176,-7.983217007168,31.801067952185,13.851811044246,-3.562998104751,-13.763745128602,-2.504684855452,-1.726438749021,12.582658355098,21.554573758711,7.8098276696,-5.068121294937,25.742694916843
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Tabasco<C1>,NA,8.828350944338,-0.865800546778,0.188828063881,6.574618424026,6.301106106812,8.044161841816,-0.508728311518,1.779980480989,6.703862502699,6.798326400335,4.174539660105,8.906101133468,6.217155858708,10.221369118729,3.228572983089,5.192533537921,8.360572274974
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Tamaulipas<C1>,NA,3.704300977561,1.592647068087,1.623847509436,6.40402992954,4.986881987287,9.027452596597,0.926693982032,2.342125413101,4.64141996991,6.01412419042,3.840810915388,9.224411843536,10.701702202829,10.068445239436,2.967686572192,10.058212948779,6.607466046077
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Tlaxcala<C1>,NA,2.657216506137,-9.018574311102,4.821547147197,0.954045963257,-1.56295933962,31.652575944325,-4.109530788194,-2.858792680084,2.309734419332,1.08395292526,-0.723390530604,4.808102865109,1.709226187542,-20.48586242423,2.727878784113,196.94350350032,2.915761389739
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,NA,6.064459925677,9.125709472858,6.733964286803,-3.407093865579,1.14307203616,17.474212154917,-5.05972656916,-1.021402689974,0.464435212499,5.353377750727,3.285495030988,3.618779213672,6.030641790324,8.771581344153,-1.408867364914,70.776220787705,-4.591570788993
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Yucatán<C1>,NA,4.597583446044,3.150062982032,2.784678511481,4.817298666505,3.543399049043,8.604698218923,-0.071995978014,0.752828873496,1.864852338665,9.487606573138,2.695889598437,9.169013907371,9.592879512365,10.676272963271,22.518652580398,7.26307068015,1.019411769776
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Zacatecas<C1>,NA,52.533610780846,15.410742958432,97.777920030473,8.204381752887,-6.04073888824,9.655402815449,24.150113095908,41.864147529334,-0.668607656352,-22.733889412961,-10.092751155186,7.368520388052,33.962420573378,10.162013240744,0.091352947278,-1.286023890502,33.822921349718
